1,Abbeyfeale,52.386,-9.294
2,Adare,52.564,-8.79
3,Arklow,52.794,-6.165
4,Armagh,54.35,-6.655
5,Athlone,53.433,-7.95
6,Athy,52.992,-6.987
7,Ballina,54.117,-9.167
8,Ballinrobe,53.633,-9.233
9,Ballybofe,54.8,-7.79
10,Ballymena,54.863,-6.284
11,Ballymoney,55.071,-6.508
12,Ballymote,54.09,-8.517
13,Ballyshannon,54.502,-8.19
14,Banbridge,54.343,-6.26
15,Bandon,51.746,-8.735
16,Bangor,54.66,-5.67
17,Bantry,51.68,-9.453
18,Birr,53.091,-7.913
19,Buncrana,55.136,-7.456
20,Carrickmacross,53.976,-6.719
21,Castlebar,53.861,-9.299
22,Castlerea,53.767,-8.5
23,Cavan,53.991,-7.36
24,Clonakilty,51.622,-8.886
25,Clonmel,52.354,-7.712
26,Cork,51.897,-8.47
27,Derry,54.996,-7.307
28,Downpatrick,54.322,-5.703
29,Drogheda,53.714,-6.35
30,Drumshanbo,54.05,-8.033
31,Dublin,53.348,-6.26
32,Dundalk,54.009,-6.405
33,Dungannon,54.5,-6.77
34,Dungarvan,52.085,-7.64
35,Ennis,52.846,-8.981
36,Enniscorthy,52.502,-6.566
37,Enniskillen,54.345,-7.64
38,Fermoy,52.141,-8.276
39,Galway,53.272,-9.049
40,Gorey,52.677,-6.292
41,Kells,53.728,-6.878
42,Kenmare,51.88,-9.584
43,Kildare,53.158,-6.911
44,Kilkenny,52.648,-7.256
45,Killarney,52.059,-9.507
46,Kilrush,52.64,-9.486
47,Kinsale,51.708,-8.531
48,Knock,53.783,-8.917
49,Larne,54.851,-5.811
50,Letterkenny,54.957,-7.72
51,Limavady,55.053,-6.946
52,Lismore,52.137,-7.931
53,Listowel,52.447,-9.486
54,Longford,53.727,-7.8
55,Loughrea,53.197,-8.567
56,Macroom,51.904,-8.957
57,Magherafelt,54.75,-6.61
58,Mallow,52.131,-8.642
59,Maynooth,53.382,-6.591
60,Monaghan,54.248,-6.971
61,Mullingar,53.522,-7.338
62,Nenagh,52.863,-8.2
63,Newcastle,54.21,-5.882
64,Omagh,54.59,-7.29
65,Portlaoise,53.031,-7.301
66,Roscommon,53.633,-8.183
67,Shannon,52.714,-8.869
68,Sligo,54.267,-8.483
69,Spiddal,53.245,-9.306
70,Thomastown,52.526,-7.137
71,Thurles,52.679,-7.814
72,Tipperary,52.474,-8.162
73,Tralee,52.268,-9.696
74,Tramore,52.158,-7.146
75,Trim,53.552,-6.793
76,Tuam,53.515,-8.851
77,Tullamore,53.267,-7.5
78,Tullow,52.8,-6.737
79,Westport,53.8,-9.533
80,Wexford,52.334,-6.458
